GRI1,GRI2,GRI3,GRI4,GRI5,GRI6,GRI7,GRI8,GRI9,GRI10,GRI11,GRI12,GRI13,GRI14,GRI15,GRI16,GRI17,GRI18,GRI19,GRI20,GRI21,GRI22,GRI23,GRI24,GRI25,GRI26,GRI27,GRI28,GRI29,GRI30,GRI31,GRI32,GRI33,GRI34,GRI35,GRI36,GRI37,GRI38,GRI39,GRI40,GRI41,SOGS4,SOGS5,SOGS6,SOGS7,SOGS8,SOGS9,SOGS10,SOGS11,SOGS12,SOGS13,SOGS14,SOGS15,Student,ID
4,5,2,2,1,2,2,2,2,2,2,5,2,2,3,2,2,2,3,5,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,371
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,372
1,1,1,2,1,1,2,1,1,1,1,6,2,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,373
1,1,1,2,1,1,2,1,1,1,1,6,2,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,374
2,5,2,5,4,2,1,3,2,4,4,5,2,2,2,2,4,3,2,5,2,2,4,2,1,3,4,1,3,3,3,2,1,2,2,1,1,1,3,2,1,3,1,1,0,0,0,0,0,1,0,0,0,1,375
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,376
2,1,2,2,1,2,2,1,1,2,2,5,5,2,3,3,4,2,1,1,1,1,3,2,3,1,1,1,4,6,1,1,1,1,1,1,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,377
2,1,2,2,1,2,2,1,1,2,2,5,5,2,3,3,4,2,1,1,1,1,3,2,3,1,1,1,4,6,1,1,1,1,1,1,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,378
1,1,2,4,1,1,2,1,1,1,1,5,1,1,4,1,1,1,1,5,1,2,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,379
1,6,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,380
2,2,4,4,1,1,4,2,1,1,1,2,2,2,1,1,2,1,2,5,2,1,2,1,4,2,2,1,2,1,1,4,1,1,1,2,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,381
1,4,1,1,1,1,1,1,1,1,1,6,1,1,1,5,1,5,5,3,1,4,2,5,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,382
1,5,2,5,5,2,5,2,2,2,1,2,2,2,1,1,2,5,1,2,3,2,3,5,4,5,5,1,2,2,2,4,1,1,4,1,1,2,4,4,3,2,1,1,1,1,0,0,0,0,1,0,0,1,383
2,2,2,2,2,2,2,2,2,2,5,2,4,4,4,2,2,2,2,4,2,2,3,2,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,384
2,1,2,3,1,1,1,2,1,1,1,5,2,2,5,1,2,2,2,5,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,385
2,3,1,4,2,3,3,3,2,2,1,4,2,4,3,1,2,2,2,6,2,2,2,2,3,4,2,1,2,1,1,2,1,1,1,2,1,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,386
2,1,2,1,2,1,2,1,2,2,3,1,2,3,1,1,3,3,1,1,1,5,1,4,2,1,1,1,1,6,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,387
2,1,2,1,2,1,2,1,2,2,3,1,2,3,1,1,3,3,1,1,1,5,1,4,2,1,1,1,1,6,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,388
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,389
2,1,1,1,1,2,2,1,1,2,2,1,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,390
2,1,1,1,1,2,2,1,1,2,2,1,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,391
1,1,1,1,1,2,1,1,1,1,2,6,2,4,1,1,4,2,1,1,4,5,1,2,2,1,2,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,392
1,1,1,1,1,2,1,1,1,1,2,6,2,4,1,1,4,2,1,1,4,5,1,2,2,1,2,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,393
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,394
1,1,2,2,1,1,2,1,1,1,2,6,1,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,1,395
1,1,2,2,1,1,2,1,1,1,2,6,1,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,1,4,1,1,1,0,0,0,0,1,0,0,0,1,396
2,1,1,1,1,2,2,1,1,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,397
2,1,1,1,1,2,2,1,1,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,398
1,1,4,4,4,3,6,3,1,3,3,3,4,3,3,1,3,2,1,2,1,1,3,1,4,2,4,1,1,1,1,4,1,2,1,1,1,1,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,399
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,400
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,401
1,1,2,2,2,1,1,2,2,1,2,5,1,2,1,1,2,1,2,5,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,402
2,4,2,2,2,3,3,2,3,4,3,3,1,2,2,2,3,2,5,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,403
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,404
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,405
2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,406
2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,407
2,1,2,1,1,1,4,1,1,1,2,6,2,5,5,2,2,3,2,4,1,2,4,1,3,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,408
2,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,1,0,0,0,1,409
1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,410
3,1,1,4,3,4,2,4,2,3,1,4,1,3,2,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,411
1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,412
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,413
2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,0,0,0,0,0,1,0,0,0,1,414
2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,415
2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,416
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,0,0,0,1,417
3,1,2,1,2,1,2,2,2,2,2,2,2,4,1,2,2,1,2,2,2,4,2,4,4,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,418
3,1,2,1,2,1,2,2,2,2,2,2,2,4,1,2,2,1,2,2,2,4,2,4,4,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,419
1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,420
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,421
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,5,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,422
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,5,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,423
1,1,1,2,1,1,1,1,1,1,1,6,1,3,2,1,1,1,2,6,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,424
1,4,1,2,2,2,2,5,1,1,1,5,1,1,2,1,1,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,425
2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,5,2,2,2,1,1,1,1,4,1,1,1,1,2,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,426
2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,5,2,2,2,1,1,1,1,4,1,1,1,1,2,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,427
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,428
1,1,2,2,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,429
1,1,1,2,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,430
1,1,1,2,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,431
1,1,4,4,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,3,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,432
1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,2,2,2,5,1,2,3,1,1,2,2,5,1,1,3,1,1,2,2,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,433
1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,2,2,2,5,1,2,3,1,1,2,2,5,1,1,3,1,1,2,2,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,434
1,1,1,1,1,1,1,5,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,435
1,1,1,1,1,1,1,1,1,1,5,4,2,2,2,2,3,5,5,5,5,4,1,4,3,4,5,3,5,2,2,6,2,5,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,436
1,1,1,1,1,1,1,1,1,1,5,4,2,2,2,2,3,5,5,5,5,4,1,4,3,4,5,3,5,2,2,6,2,5,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,437
3,1,2,2,1,2,2,1,2,2,4,2,1,4,4,2,3,4,3,4,4,4,4,3,3,3,4,4,3,6,2,3,3,4,4,4,4,1,3,2,1,2,2,1,1,1,0,1,0,0,0,0,1,1,438
3,1,2,2,1,2,2,1,2,2,4,2,1,4,4,2,3,4,3,4,4,4,4,3,3,3,4,4,3,6,2,3,3,4,4,4,4,1,3,2,1,2,2,1,1,1,0,1,0,0,0,0,1,1,439
2,1,2,1,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,5,2,3,2,1,1,1,1,6,1,1,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,440
2,1,2,1,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,5,2,3,2,1,1,1,1,6,1,1,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,441
1,1,2,1,1,2,2,1,2,2,1,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,442
1,1,2,1,1,2,2,1,2,2,1,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,443
1,1,1,2,1,1,1,1,1,1,1,4,1,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,444
5,5,5,5,5,2,2,3,3,2,2,2,5,4,1,1,3,5,4,4,4,3,3,6,1,5,5,1,2,2,2,4,2,2,2,2,1,3,3,1,5,2,1,1,1,1,1,0,0,0,0,0,1,1,445
2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,2,1,4,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,446
2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,2,1,4,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,447
1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,448
1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,449
1,2,1,4,2,2,3,2,1,2,1,4,2,6,2,1,2,2,2,6,1,1,5,1,3,3,3,1,2,1,1,2,1,1,1,2,1,1,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,1,450
2,2,2,5,5,2,3,3,3,2,2,2,3,4,1,1,2,1,2,4,3,2,2,2,1,5,5,1,2,2,3,2,1,1,1,1,1,1,3,2,4,2,1,1,1,1,1,0,0,1,0,0,0,1,451
1,6,1,5,1,1,5,1,1,1,1,6,1,3,4,1,1,4,3,5,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,0,1,0,0,0,0,0,0,1,452
2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,453
2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,454
2,1,2,1,1,2,2,3,1,2,3,1,1,2,4,1,3,4,1,3,1,6,1,1,6,1,1,1,3,2,1,4,1,2,4,2,6,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,455
2,1,2,1,1,2,2,3,1,2,3,1,1,2,4,1,3,4,1,3,1,6,1,1,6,1,1,1,3,2,1,4,1,2,4,2,6,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,456
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,457
2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,5,1,1,1,4,2,1,2,1,1,1,2,5,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,458
2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,5,1,1,1,4,2,1,2,1,1,1,2,5,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,459
2,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,4,6,6,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,460
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,461
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,462
1,1,2,1,1,2,2,1,2,2,2,5,1,4,2,2,2,2,2,2,2,5,2,4,3,3,2,2,3,5,1,1,3,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,463
1,1,2,1,1,2,2,1,2,2,2,5,1,4,2,2,2,2,2,2,2,5,2,4,3,3,2,2,3,5,1,1,3,2,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,464
1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,465
1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,466
2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,467
1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,468
1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,469
2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,470
1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,5,1,4,2,1,2,1,2,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,471
1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,5,1,4,2,1,2,1,2,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,472
1,2,1,2,2,1,2,1,2,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,1,3,6,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,473
1,2,1,2,2,1,2,1,2,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,1,3,6,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,474
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,475
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,476
2,1,4,6,2,3,3,2,2,2,2,3,4,4,1,1,3,1,2,5,2,2,4,2,1,3,2,1,2,1,1,3,1,2,1,2,1,1,3,2,3,2,1,1,1,0,0,0,0,0,0,0,0,1,477
2,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,478
2,5,5,2,2,1,5,5,1,1,1,2,1,2,2,1,2,4,1,5,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,479
2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,5,2,2,1,1,4,1,3,2,1,2,1,1,5,2,2,2,4,2,3,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,480
2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,5,2,2,1,1,4,1,3,2,1,2,1,1,5,2,2,2,4,2,3,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,481
2,1,3,2,2,1,2,3,2,2,2,3,2,4,2,2,2,3,2,2,2,4,2,4,4,2,2,2,2,5,2,2,2,2,2,2,3,1,1,1,1,2,1,3,1,0,0,0,0,0,0,1,0,1,482
2,1,3,2,2,1,2,3,2,2,2,3,2,4,2,2,2,3,2,2,2,4,2,4,4,2,2,2,2,5,2,2,2,2,2,2,3,1,1,1,1,2,1,3,1,0,0,0,0,0,0,1,0,1,483
2,2,1,2,1,3,1,5,2,4,2,5,4,3,2,4,1,2,2,6,1,4,1,4,4,2,2,1,4,2,1,3,2,2,1,3,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,484
1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,5,1,2,2,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,485
1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,5,1,2,2,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,486
1,1,1,5,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,487
2,2,1,3,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,5,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,488
1,6,1,5,2,1,1,1,1,1,1,4,4,5,2,1,1,2,2,5,2,1,1,1,3,4,3,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,489
2,6,1,2,2,1,1,5,1,1,1,6,1,1,2,1,1,1,2,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,490
2,1,2,3,2,1,1,2,2,3,1,5,1,3,1,1,1,6,1,1,1,6,1,1,2,2,2,2,2,4,1,1,2,6,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,491
2,1,2,3,2,1,1,2,2,3,1,5,1,3,1,1,1,6,1,1,1,6,1,1,2,2,2,2,2,4,1,1,2,6,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,492
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,493
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,494
